student_base_elo,last_question_difficulty,session_accuracy,current_streak,avg_time_taken,target_difficulty
1716,1586,0.6,3,10,1711
1597,1507,0.9,8,49,1787
1113,1244,0.86,2,34,1358
919,828,0.24,0,45,789
1749,1859,0.52,3,47,1932
1437,1443,0.72,2,26,1536
1092,991,0.86,7,54,1235
1584,1673,0.66,0,60,1677
1064,950,0.91,4,24,1132
1706,1669,0.75,1,31,1736
1264,1260,0.28,0,53,1207
1529,1477,0.62,1,45,1525
1466,1537,0.49,0,58,1516
1636,1703,0.44,0,33,1694
880,812,0.37,0,5,812
1657,1664,0.61,3,49,1750
1153,1250,0.44,0,48,1221
1832,1945,0.97,8,12,2276
1850,1822,0.37,0,38,1802
1361,1326,0.81,5,49,1502
1956,2032,0.38,0,52,1994
1563,1588,0.93,7,44,1862
947,1081,0.8,0,20,1126
841,973,0.93,8,12,1298
1199,1212,0.87,8,60,1488
1754,1771,0.77,2,38,1872
1068,1126,0.95,6,43,1374
1994,1885,0.8,1,28,1960
1194,1102,0.5,0,34,1102
1524,1421,0.25,0,52,1364
1000,1050,0.87,8,50,1326
1449,1482,0.81,3,17,1618
1722,1637,0.65,3,37,1750
1938,1789,0.73,2,41,1884
1955,1923,0.59,3,12,2046
934,984,0.35,0,44,962
1582,1460,0.49,0,55,1438
1391,1244,0.65,2,28,1326
1789,1771,0.23,0,7,1750
1992,2046,0.33,0,45,2020
1740,1690,0.96,2,56,1799
1369,1492,0.57,2,18,1562
1747,1717,0.61,0,57,1714
1609,1567,0.62,1,9,1635
1965,2107,0.26,0,11,2091
1926,1838,0.38,0,42,1820
1185,1314,0.94,4,48,1480
943,902,0.94,5,25,1118
1532,1549,0.57,1,15,1590
1839,1922,0.93,3,55,2056
1957,2035,0.4,0,23,2020
1634,1675,0.59,1,39,1718
1814,1707,0.85,2,19,1820
1110,1170,0.69,1,55,1208
1481,1442,0.28,0,38,1409
1423,1468,0.38,0,11,1470
1707,1818,0.2,0,39,1773
1682,1807,0.85,7,15,2070
1712,1574,0.22,0,46,1512
1590,1623,0.29,0,15,1592
1881,1733,0.38,0,49,1695
1441,1424,0.66,3,16,1538
1808,1783,0.46,0,19,1777
1211,1344,0.73,1,58,1388
1052,1115,0.58,1,50,1137
1664,1540,0.41,0,38,1526
1166,1214,0.77,3,37,1344
1523,1423,0.68,0,58,1430
1607,1670,0.9,2,13,1810
1691,1831,0.79,0,50,1854
1434,1533,0.52,0,51,1516
1084,1167,0.65,1,29,1220
1441,1480,0.55,3,51,1558
1401,1300,0.27,0,59,1246
1961,1892,0.23,0,34,1852
1224,1213,0.83,7,50,1452
1984,2094,0.87,8,34,2390
1038,1170,0.85,4,27,1342
1293,1420,0.39,0,5,1424
901,875,0.41,0,23,862
1244,1133,0.28,0,49,1080
1259,1374,0.24,0,11,1355
1261,1156,0.53,1,48,1170
1731,1681,0.26,0,10,1665
1255,1195,0.8,0,44,1240
1787,1642,0.7,1,24,1702
1160,1254,0.3,0,17,1224
883,796,0.84,8,53,1067
1351,1423,0.23,0,32,1382
1193,1126,0.39,0,23,1110
981,852,0.34,0,42,828
1472,1341,0.48,0,20,1338
1785,1914,0.42,0,58,1882
1125,1196,0.92,2,24,1319
1281,1243,0.25,0,40,1206
1039,966,0.44,0,25,957
1114,1227,0.61,3,47,1314
1233,1244,0.68,0,22,1271
1830,1927,0.76,1,24,1996
902,889,0.78,0,7,951
1216,1273,0.68,1,24,1330
1932,1877,0.8,3,13,2032
1133,1114,0.81,6,56,1320
1482,1354,0.68,2,24,1441
1583,1449,0.36,0,53,1408
1088,1144,0.33,0,28,1118
1199,1339,0.55,2,22,1406
1277,1196,0.31,0,20,1168
1117,1267,0.79,3,18,1400
926,983,0.89,8,34,1282
1997,2054,0.3,0,33,2024
1046,937,0.56,0,32,946
1984,2119,0.8,1,47,2174
1870,1902,0.89,6,19,2140
1398,1436,0.3,0,44,1406
1070,1144,0.4,0,20,1129
933,950,0.68,3,28,1067
1449,1392,0.31,0,29,1364
1243,1321,0.75,2,29,1418
1703,1719,0.37,0,58,1680
1581,1667,0.74,3,16,1793
1284,1216,0.55,2,33,1284
1149,1039,0.8,3,58,1154
1979,1952,0.71,2,30,2044
1905,1855,0.74,3,55,1961
1881,1837,0.46,0,25,1831
1220,1203,0.6,0,55,1198
1326,1186,0.63,3,5,1316
1307,1375,0.61,1,60,1402
1674,1573,0.26,0,20,1537
1420,1363,0.37,0,53,1324
1358,1438,0.33,0,43,1412
1511,1411,0.74,2,17,1507
853,725,0.42,0,36,713
999,1027,0.45,0,22,1020
1453,1340,0.96,2,23,1469
1871,1766,0.6,3,5,1891
1083,1021,0.34,0,15,997
1961,1874,0.27,0,8,1860
1464,1504,0.58,1,47,1526
1720,1784,0.5,0,42,1784
1158,1134,0.86,6,44,1368
1437,1340,0.75,0,35,1378
1275,1231,0.91,6,51,1452
1414,1369,0.96,2,25,1498
1281,1279,0.75,0,49,1296
1496,1498,0.74,1,26,1564
1165,1030,0.83,4,17,1200
1585,1522,0.32,0,6,1515
1089,1220,0.34,0,29,1196
1754,1810,0.98,5,53,2012
883,778,0.52,0,36,781
1251,1294,0.32,0,22,1267
1218,1072,0.89,8,59,1350
1823,1828,0.21,0,13,1804
997,948,0.59,1,57,972
1149,1103,0.75,0,48,1120
1099,1156,0.28,0,25,1123
1617,1532,0.58,3,8,1654
1757,1765,0.28,0,32,1732
1027,1049,0.25,0,15,1012
1610,1641,0.65,3,27,1754
1014,926,0.24,0,6,907
1076,1056,0.97,7,55,1316
1969,2102,0.88,2,22,2219
1855,1953,0.92,3,20,2106
1608,1558,0.2,0,29,1513
1114,1166,0.25,0,9,1148
1355,1385,0.94,8,31,1691
1529,1675,1.0,2,25,1810
1229,1359,0.4,0,41,1344
1335,1401,0.45,0,45,1394
1813,1664,0.51,1,36,1696
1573,1714,0.31,0,16,1686
1364,1280,0.96,8,25,1589
1224,1126,0.68,2,9,1233
1331,1204,0.21,0,54,1140
1699,1569,0.29,0,48,1518
951,976,0.54,3,28,1072
1568,1670,0.88,4,18,1847
1045,978,0.82,7,59,1216
942,844,0.23,0,27,804
1929,1880,0.3,0,17,1850
832,755,0.29,0,40,724
1751,1845,0.8,1,43,1920
1105,1009,0.41,0,50,976
1768,1651,0.81,5,47,1828
1861,1934,0.53,0,55,1918
1030,1114,0.2,0,31,1069
968,914,0.5,0,55,894
1855,1874,0.95,6,44,2122
1614,1508,0.72,0,17,1541
1540,1458,0.3,0,41,1428
1925,1926,0.75,3,46,2034
1085,1009,0.3,0,29,979
1011,1060,0.85,2,60,1152
1946,2062,0.49,0,53,2040
1242,1340,0.29,0,23,1308
1211,1142,0.22,0,48,1080
1337,1457,0.58,1,14,1519
1992,2138,0.88,4,36,2315
1196,1112,0.66,3,35,1226
1995,2001,0.29,0,10,1990
1778,1729,0.39,0,21,1712
1247,1312,0.63,2,8,1412
1999,2102,0.76,2,5,2221
1047,1001,0.34,0,13,997
1359,1387,0.99,5,42,1610
1503,1493,0.95,5,56,1690
1411,1342,0.85,8,22,1634
1295,1201,0.57,2,30,1272
1814,1797,0.77,3,6,1948
1172,1314,0.33,0,18,1288
1550,1465,0.46,0,20,1459
1488,1470,0.53,0,40,1474
1061,1185,0.3,0,56,1135
1612,1587,0.64,2,7,1688
813,751,0.43,0,7,760
1310,1206,0.38,0,34,1188
1464,1530,0.96,6,25,1779
1729,1739,0.96,4,29,1928
1474,1566,0.44,0,37,1557
1164,1041,0.77,1,51,1092
1604,1619,0.67,0,17,1644
995,1070,0.51,3,8,1182
1384,1343,0.82,4,36,1511
1422,1385,0.4,0,52,1350
884,824,0.89,7,10,1112
1946,1932,0.44,0,5,1943
1712,1582,0.49,0,58,1560
1360,1429,0.23,0,21,1388
1484,1501,0.45,0,39,1494
1590,1692,0.84,3,38,1833
1253,1161,0.53,3,25,1256
1655,1690,0.34,0,48,1646
928,1028,0.92,6,5,1291
1604,1519,0.38,0,36,1501
1169,1227,0.98,2,60,1339
1129,1220,0.55,1,54,1238
1502,1510,0.89,6,39,1748
1730,1624,0.31,0,55,1576
1207,1214,0.65,0,29,1236
1886,2036,0.87,6,18,2272
1013,955,0.85,4,12,1148
1912,1866,0.54,3,35,1962
1794,1869,0.31,0,59,1820
1722,1686,0.81,4,41,1852
1347,1488,0.67,0,26,1514
1180,1308,0.93,6,35,1552
1980,1956,0.77,0,58,1976
1470,1338,0.48,0,53,1315
1825,1712,0.2,0,39,1667
972,824,0.75,3,5,972
1545,1546,0.25,0,14,1528
1153,1119,0.59,0,49,1112
1968,2091,0.53,3,45,2186
1570,1677,0.64,2,17,1758
1429,1341,0.42,0,10,1349
1688,1814,0.25,0,13,1796
916,785,0.57,0,48,776
1512,1397,0.82,4,7,1585
1682,1701,0.68,3,38,1818
963,1010,0.74,1,31,1076
1975,1942,1.0,6,25,2197
1888,1744,0.21,0,15,1700
988,1021,0.27,0,54,966
1540,1618,0.33,0,50,1572
1484,1506,0.26,0,37,1470
1187,1253,0.6,2,49,1308
1440,1350,0.65,2,10,1452
1013,1061,0.29,0,22,1030
1457,1487,0.86,7,14,1771
1085,1228,0.43,0,19,1218
1600,1681,0.2,0,52,1616
1579,1484,0.32,0,45,1457
1115,1111,0.31,0,52,1062
1872,1988,0.99,4,38,2182
801,842,0.65,2,12,944
1555,1645,0.92,5,6,1878
1407,1470,0.87,4,7,1666
1664,1520,0.55,0,35,1528
1082,1027,0.57,0,57,1018
1303,1245,0.98,3,56,1387
1431,1579,0.62,0,51,1577
1235,1136,0.51,3,36,1228
1196,1163,0.82,2,58,1251
1858,1873,0.48,0,22,1870
1129,995,0.87,6,47,1210
933,1002,0.87,5,20,1208
1071,1186,0.59,1,54,1210
1806,1860,0.42,0,28,1848
1510,1458,0.78,3,11,1610
849,712,0.61,1,49,738
1636,1659,0.38,0,35,1641
1152,1295,0.83,7,25,1554
934,884,0.55,2,21,952
1037,1055,0.29,0,25,1024
1809,1719,0.92,7,24,1992
1823,1732,0.95,7,13,2030
1571,1571,0.81,4,17,1738
1846,1879,0.72,3,51,1982
1761,1700,0.67,0,22,1726
1946,1798,0.95,2,13,1946
1452,1499,0.82,8,5,1807
1043,934,0.46,0,34,928
1412,1290,0.84,5,30,1491
1535,1544,0.57,1,50,1564
1914,1790,0.56,1,54,1809
1764,1860,0.38,0,25,1842
1054,1185,0.79,2,48,1268
1807,1664,0.47,0,43,1660
1954,2051,0.71,0,21,2082
1355,1261,0.54,2,31,1327
1763,1713,0.81,4,52,1860
1502,1477,0.33,0,57,1432
1840,1968,0.73,2,49,2042
1721,1832,0.97,4,49,2002
1326,1375,0.56,2,18,1444
1912,1889,0.84,5,44,2090
1711,1587,0.52,3,45,1680
1728,1789,0.21,0,7,1766
889,833,0.77,1,47,884
1402,1314,0.95,5,59,1512
1227,1256,0.26,0,40,1220
827,703,0.64,0,28,724
1626,1689,0.61,2,46,1746
1570,1718,0.26,0,5,1702
1907,1882,0.43,0,58,1852
1696,1735,0.65,3,34,1848
854,858,0.67,0,46,864
1462,1510,0.54,1,34,1546
1779,1647,0.38,0,16,1629
1221,1314,0.72,1,57,1357
1984,2071,0.81,5,44,2268
1862,1842,0.77,1,44,1912
1724,1630,0.66,1,35,1684
1837,1792,0.74,0,16,1828
892,792,0.54,1,11,848
1358,1481,0.23,0,53,1420
1836,1958,0.82,2,11,2086
1434,1378,0.43,0,54,1348
1967,2000,0.28,0,52,1947
1531,1634,0.3,0,42,1604
883,954,0.49,0,28,952
1922,1881,0.65,0,37,1904
1195,1246,0.46,0,43,1240
1637,1782,0.39,0,58,1746
1251,1232,0.35,0,6,1230
1223,1316,0.67,1,41,1372
1331,1346,0.55,3,21,1444
1277,1255,0.26,0,16,1219
1852,1995,0.31,0,11,1986
1078,1217,0.9,8,14,1537
1600,1659,0.35,0,19,1636
1620,1514,0.85,2,59,1606
1167,1202,0.5,0,13,1222
1090,1082,0.96,3,6,1261
1928,2053,0.63,0,52,2052
983,1009,0.6,2,59,1064
1874,1793,0.54,2,33,1859
1518,1524,0.21,0,20,1480
898,840,0.45,0,5,852
1487,1586,0.66,0,7,1630
1206,1193,0.89,7,13,1482
892,946,0.43,0,11,956
1237,1219,0.72,1,20,1282
1865,1778,0.73,2,8,1892
995,892,0.99,5,54,1096
1725,1716,0.77,3,44,1846
1554,1677,0.9,5,18,1887
1852,1941,0.43,0,47,1910
1628,1491,0.54,3,6,1607
1147,1127,0.39,0,44,1110
1177,1092,0.39,0,43,1076
1139,1090,0.94,6,40,1336
838,829,0.58,2,44,901
1688,1685,0.33,0,33,1660
1682,1647,0.58,1,23,1689
1938,1960,0.44,0,16,1951
1136,1083,0.47,0,16,1078
1495,1444,0.95,2,40,1572
1996,2017,0.62,2,47,2075
1169,1269,0.94,5,20,1485
1073,1033,0.92,8,49,1316
1740,1730,0.54,1,21,1766
1921,1925,0.84,4,25,2096
1018,989,0.55,0,15,996
1043,962,0.25,0,28,924
1371,1414,0.58,2,47,1466
1267,1149,0.66,1,29,1203
1824,1765,0.95,3,36,1922
1730,1731,0.85,2,25,1844
1472,1606,0.27,0,46,1552
1072,1174,0.81,3,6,1330
1669,1689,0.3,0,14,1679
1031,1135,0.31,0,36,1106
1825,1749,0.66,0,39,1773
1706,1591,0.65,3,54,1684
1134,1162,0.93,6,20,1406
1641,1741,0.94,5,27,1957
1840,1778,0.37,0,47,1738
1252,1256,0.86,6,38,1490
1189,1183,0.91,6,29,1424
1687,1784,0.71,1,59,1826
1623,1490,0.99,2,56,1604
1307,1203,0.71,2,38,1294
1498,1633,0.45,0,35,1626
1282,1370,0.36,0,17,1349
940,798,0.8,0,5,863
1401,1481,0.61,0,58,1478
1430,1557,0.27,0,48,1502
1046,1034,0.36,0,26,1013
1087,947,0.44,0,23,938
1124,1032,0.56,2,6,1121
1139,1022,0.25,0,20,984
1059,989,0.99,8,28,1302
1708,1638,0.59,3,37,1742
1221,1086,0.76,0,7,1145
1738,1864,0.49,0,39,1862
839,869,0.51,2,19,930
1620,1716,0.58,0,34,1728
1073,1019,0.24,0,57,960
1018,952,0.94,8,29,1258
1034,1160,0.62,1,5,1228
1819,1937,0.87,5,52,2122
1187,1131,0.78,0,15,1173
1568,1460,0.31,0,39,1432
1000,1063,0.75,1,23,1130
1065,920,0.47,0,32,916
1287,1376,0.65,2,49,1438
1941,1926,0.57,1,15,1966
1463,1351,0.83,5,23,1550
1819,1954,0.48,0,49,1931
1103,1031,0.68,2,42,1118
1125,1140,0.35,0,17,1118
1031,1149,0.99,3,37,1312
1977,1974,0.68,0,32,2001
1776,1775,0.41,0,33,1762
823,683,0.23,0,48,622
1068,1154,0.89,5,46,1342
1377,1431,0.47,0,40,1426
1562,1454,0.54,2,60,1500
1194,1082,0.8,1,22,1157
1689,1628,0.21,0,15,1584
1551,1665,0.91,6,20,1906
956,876,0.46,0,8,890
1377,1326,0.25,0,22,1288
1310,1376,0.41,0,24,1362
1108,1135,0.7,1,30,1195
1710,1853,0.62,2,19,1931
1844,1846,0.62,0,34,1864
1051,1035,0.53,2,19,1100
1385,1422,0.7,0,10,1472
1557,1622,0.87,2,24,1738
1175,1067,0.39,0,59,1030
1492,1541,0.35,0,44,1518
1088,1084,0.22,0,42,1042
1203,1292,0.99,7,30,1576
1876,1895,0.74,2,6,2011
1434,1561,0.54,2,6,1647
1238,1287,0.71,0,30,1318
1855,1979,0.53,0,50,1964
1475,1419,0.48,0,31,1416
857,977,0.25,0,50,920
1292,1232,0.69,0,5,1280
1601,1703,0.32,0,45,1676
1747,1743,0.96,8,37,2052
1733,1709,0.97,2,46,1820
1177,1217,0.76,2,18,1316
1537,1573,0.77,1,14,1664
1781,1896,0.77,1,37,1966
1400,1419,0.42,0,50,1387
963,1067,0.97,2,37,1198
1129,1187,0.25,0,53,1130
1496,1385,0.44,0,11,1396
1297,1217,0.25,0,31,1180
1382,1332,0.8,1,32,1407
1892,1846,0.76,0,47,1865
1057,1088,0.79,0,57,1112
1440,1412,0.42,0,21,1400
1621,1481,0.76,3,11,1630
1829,1784,0.71,2,9,1896
1407,1482,0.77,3,25,1612
1592,1652,0.51,3,33,1744
1231,1203,0.83,3,42,1342
864,969,0.96,3,51,1108
1024,1053,0.42,0,20,1041
1631,1665,0.28,0,14,1652
1359,1344,0.97,4,32,1534
806,841,0.49,0,31,840
1574,1561,0.95,5,54,1758
1614,1555,0.34,0,36,1531
1168,1115,0.38,0,48,1077
989,862,0.47,0,40,858
1353,1503,0.34,0,42,1479
1198,1122,0.34,0,25,1098
1841,1812,0.39,0,20,1796
1788,1751,0.27,0,11,1736
1008,962,0.68,2,32,1049
1861,1770,0.99,3,28,1934
1013,956,0.64,3,25,1067
1264,1151,0.34,0,59,1107
1477,1396,1.0,8,14,1731
1508,1572,0.97,5,51,1772
1826,1848,0.79,1,34,1922
1505,1585,0.8,0,50,1610
1166,1119,0.85,6,46,1332
1749,1701,0.82,7,7,1979
1559,1641,0.25,0,9,1624
906,991,0.51,2,7,1072
874,1000,0.99,4,5,1214
1865,1995,0.38,0,56,1957
1072,1143,0.97,5,51,1344
1288,1287,0.27,0,26,1252
969,1026,0.42,0,18,1014
1121,1123,0.5,0,35,1123
1852,1894,0.81,3,44,2030
1520,1420,0.71,3,41,1542
1536,1575,0.52,2,44,1638
1959,1861,0.54,0,23,1867
1611,1467,0.89,7,14,1756
1125,1100,0.56,1,53,1119
1172,1140,0.57,0,10,1170
1793,1941,0.85,2,14,2074
1781,1737,0.39,0,12,1740
1872,1897,0.27,0,59,1842
1484,1398,0.91,6,19,1640
913,825,0.97,7,54,1086
1868,1744,0.85,3,27,1886
1155,1093,0.86,8,6,1407
1360,1498,0.72,0,32,1531
1830,1883,0.63,3,52,1972
1887,1981,0.26,0,16,1945
1604,1505,0.6,2,16,1580
814,714,0.39,0,12,718
1357,1494,0.6,3,39,1599
1416,1539,0.74,2,52,1615
858,873,0.24,0,11,854
1073,1148,0.7,3,57,1248
1699,1648,0.27,0,44,1614
1139,1004,0.57,1,53,1024
1199,1256,0.34,0,37,1232
1697,1624,0.66,0,24,1648
1692,1547,0.47,0,17,1542
1970,1966,0.42,0,9,1974
864,906,0.46,0,19,900
909,868,0.49,0,58,846
1105,1028,0.78,2,49,1110
1352,1407,0.55,2,20,1474
1670,1774,0.82,6,18,2002
910,832,0.45,0,23,824
1543,1484,0.51,3,34,1576
1207,1226,0.21,0,15,1182
1208,1135,1.0,6,56,1370
1084,1024,0.26,0,44,988
1723,1786,0.54,1,50,1802
1692,1589,0.48,0,53,1566
1064,1164,0.31,0,49,1116
1374,1445,0.25,0,33,1408
1191,1269,0.88,6,19,1506
1764,1876,0.58,1,36,1918
1428,1484,0.97,4,39,1674
1535,1569,0.6,1,48,1594
1426,1465,0.92,2,46,1568
1064,1134,0.5,0,10,1154
1915,1943,0.57,0,58,1934
896,838,0.45,0,55,810
1124,1010,0.8,3,35,1145
1452,1476,0.76,2,29,1575
1682,1652,0.98,5,8,1894
1168,1185,0.76,0,24,1224
1059,1006,0.25,0,43,968
1916,2030,0.96,7,26,2309
1120,987,0.89,6,17,1226
1680,1664,0.86,5,29,1868
1259,1376,0.97,8,60,1666
1395,1273,0.24,0,55,1214
1585,1624,0.54,0,30,1630
1262,1141,0.34,0,23,1117
1405,1426,0.54,2,23,1492
1047,927,0.32,0,59,880
1559,1601,0.68,2,13,1708
1658,1568,0.92,4,10,1771
1234,1175,0.64,1,7,1246
1051,1028,0.29,0,13,1016
1967,1961,0.35,0,51,1918
1287,1281,0.7,0,13,1331
1850,1930,0.74,3,60,2036
1081,1178,0.23,0,33,1138
856,847,0.23,0,38,806
1163,1224,0.29,0,41,1192
1615,1674,0.87,3,49,1800
1168,1297,0.42,0,28,1285
1885,1815,0.99,3,56,1958
1969,2011,0.89,7,37,2280
1002,863,0.22,0,60,801
1911,1851,0.2,0,23,1806
817,842,0.24,0,20,803
1010,959,0.57,3,27,1060
944,1082,0.95,4,8,1290
1275,1375,0.54,1,26,1411
1862,1719,0.4,0,56,1684
1284,1337,0.37,0,6,1338
1298,1290,0.53,0,22,1294
1996,2043,0.62,1,46,2071
810,801,0.54,3,34,897
1399,1373,0.74,1,31,1439
934,874,0.28,0,28,841
1462,1548,0.53,3,17,1642
1626,1522,0.81,4,50,1668
1454,1467,0.64,3,57,1558
1825,1840,0.34,0,29,1816
1365,1515,0.49,0,22,1514
2000,2016,0.52,3,21,2109
1172,1145,0.85,5,12,1368
1333,1391,0.86,7,19,1655
1427,1435,0.78,1,52,1487
1118,1255,0.25,0,39,1218
1794,1809,0.72,1,42,1872
1106,1218,0.98,8,32,1530
1278,1319,0.86,6,12,1573
1902,1869,0.55,1,33,1906
1743,1720,0.81,8,20,2006
1586,1705,0.47,0,27,1700
1451,1357,0.84,4,23,1528
1269,1252,0.63,1,13,1322
1045,1177,0.59,3,45,1280
1553,1610,0.65,3,10,1742
920,1027,0.41,0,15,1014
990,954,0.57,0,32,964
1528,1381,0.75,2,54,1458
1463,1409,0.77,3,49,1520
1149,1006,0.33,0,28,980
1461,1414,0.81,4,45,1580
1245,1135,0.37,0,52,1096
1275,1273,0.76,3,29,1402
930,898,0.9,7,26,1168
1024,939,0.44,0,38,930
878,948,0.55,2,49,996
802,785,0.94,4,15,971
1115,1128,0.22,0,15,1086
1085,1230,0.99,3,8,1414
1493,1395,0.33,0,58,1350
1481,1574,0.36,0,11,1573
1965,1933,0.73,2,18,2028
821,961,0.36,0,43,940
1613,1613,0.74,0,57,1629
1003,1057,0.24,0,30,1018
1541,1684,0.33,0,6,1678
854,905,0.35,0,17,882
1616,1626,0.63,1,8,1696
1981,1882,0.74,1,6,1968
1527,1648,0.96,8,29,1957
806,711,0.66,3,45,825
1383,1279,0.9,4,19,1459
1790,1794,0.95,2,52,1902
1272,1201,0.87,3,10,1366
1378,1391,0.73,3,56,1496
1512,1373,0.89,7,38,1642
1693,1842,0.64,1,12,1913
1731,1612,0.88,7,27,1879
1194,1210,0.84,7,36,1471
1008,1139,0.7,2,29,1229
1910,2031,0.94,8,10,2357
1801,1901,0.72,1,54,1944
1390,1397,0.74,0,57,1413
873,733,0.31,0,20,704
813,857,0.5,0,41,857
1343,1256,0.62,3,36,1364
1333,1279,0.57,2,38,1350
1266,1150,0.23,0,31,1110
919,855,0.79,1,45,928
884,906,0.48,0,12,923
1174,1089,0.99,2,15,1222
1030,1087,0.21,0,57,1024
1637,1499,0.47,0,29,1494
1236,1180,0.86,2,6,1314
1664,1806,0.35,0,53,1764
1907,1956,0.92,7,58,2209
1450,1488,0.83,3,38,1628
1080,948,0.58,1,22,990
1522,1505,0.89,7,13,1794
1731,1795,0.55,1,16,1832
1603,1746,0.69,0,30,1774
1787,1673,0.36,0,39,1652
1645,1723,0.38,0,40,1705
1341,1340,0.62,1,19,1388
925,1015,0.85,7,47,1258
1181,1178,0.5,0,57,1158
1224,1175,0.46,0,53,1149
1152,1266,0.61,0,54,1262
1707,1717,0.32,0,11,1710
1473,1590,0.23,0,25,1550
1492,1377,0.59,3,12,1500
1629,1486,0.58,0,46,1478
915,1052,0.64,0,8,1093
1178,1281,0.22,0,32,1239
1960,1884,0.75,1,26,1952
1553,1676,0.72,0,45,1709
1948,2057,0.6,1,53,2082
1804,1889,0.36,0,38,1868
911,892,0.3,0,29,862
1653,1549,0.63,3,31,1658
1099,956,0.2,0,26,911
1461,1525,0.91,8,11,1846
1428,1551,0.69,2,6,1660
1157,1175,0.73,0,10,1230
808,799,0.87,2,46,894
1479,1487,0.47,0,25,1482
1927,1963,0.26,0,23,1927
814,887,0.39,0,8,890
1049,1100,0.31,0,13,1092
1300,1397,0.65,1,21,1450
1864,1935,0.82,3,39,2073
1060,1157,0.68,2,12,1264
1122,1126,0.43,0,32,1116
1551,1455,0.68,1,57,1492
1863,1912,0.79,1,50,1966
1194,1341,0.64,2,47,1402
1419,1487,0.59,0,56,1480
986,1135,0.78,2,46,1217
902,758,0.31,0,53,710
935,821,0.95,8,43,1128
1304,1450,0.55,0,59,1438
1703,1641,0.83,5,25,1840
1349,1414,0.95,6,59,1642
1751,1738,0.85,2,60,1830
1985,1982,0.88,3,25,2129
1970,2114,0.63,1,45,2164
1339,1316,0.74,2,7,1432
1198,1248,0.43,0,48,1218
1773,1851,0.28,0,5,1838
918,818,0.97,6,44,1068
891,888,0.37,0,19,868
1802,1709,0.44,0,30,1700
1394,1255,0.55,3,24,1352
1263,1264,0.86,4,32,1438
1590,1656,0.83,2,10,1786
1467,1464,0.31,0,31,1436
1262,1289,0.91,4,40,1470
1501,1474,0.72,3,34,1597
1662,1673,0.55,0,31,1680
1239,1140,0.35,0,32,1118
1675,1731,0.65,0,46,1734
1990,1921,0.31,0,18,1892
1247,1180,0.27,0,14,1166
1012,1027,0.2,0,43,982
1881,1854,0.3,0,52,1804
1185,1259,0.99,5,38,1482
900,808,0.58,2,45,880
1289,1220,0.77,2,30,1320
1149,1047,0.73,2,18,1142
844,923,0.28,0,36,890
1530,1667,0.23,0,24,1626
850,753,0.22,0,55,691
1784,1905,0.78,0,23,1947
1870,1741,0.78,3,39,1873
905,961,0.25,0,50,904
1579,1619,0.49,0,12,1638
1970,1967,0.39,0,17,1950
808,861,0.78,3,48,973
1954,2059,0.73,0,14,2114
1664,1572,0.86,7,32,1836
1741,1636,0.9,4,27,1816
1275,1205,0.52,3,45,1298
1196,1233,0.52,0,26,1236
1641,1788,0.91,2,52,1890
1915,2036,0.5,0,54,2016
1149,1293,0.51,0,9,1314
1308,1221,0.41,0,22,1208
1072,1203,0.22,0,19,1161
1668,1590,0.47,0,12,1606
1477,1464,0.94,2,19,1590
1025,1085,0.81,3,43,1222
850,925,0.66,1,28,979
1589,1541,0.96,8,18,1850
961,881,0.98,4,27,1073
1038,1031,0.87,5,56,1216
1447,1543,0.83,2,55,1632
1094,1127,0.37,0,51,1088
1543,1510,0.85,5,12,1732
1578,1580,0.38,0,50,1542
1109,1048,0.55,2,44,1116
1039,1027,0.22,0,53,965
1048,936,0.4,0,35,921
916,1031,0.9,5,50,1221
1649,1634,0.25,0,13,1616
1356,1216,0.46,0,10,1230
1388,1448,0.25,0,27,1410
811,758,0.7,1,19,818
1770,1664,0.63,3,56,1754
1621,1490,0.86,6,57,1704
1661,1808,0.68,2,36,1895
1864,1765,0.71,0,36,1796
1456,1352,0.43,0,49,1322
1652,1677,0.89,7,27,1946
1922,1937,0.62,2,40,2015
889,832,0.36,0,25,811
1991,2031,0.24,0,32,1992
1173,1310,0.36,0,38,1289
1104,954,0.42,0,9,962
1290,1416,0.95,6,41,1664
854,882,0.93,7,42,1156
973,953,0.66,0,53,957
1358,1283,0.5,0,55,1263
1937,1849,0.89,2,19,1968
1338,1323,0.8,0,49,1348
1974,1972,0.41,0,12,1978
1668,1700,0.69,3,24,1818
1386,1440,0.83,4,40,1610
1711,1830,0.53,1,35,1864
1414,1534,0.88,5,8,1761
1382,1514,0.97,2,46,1624
1734,1599,0.6,1,13,1664
1871,1786,0.51,1,17,1818
887,888,0.26,0,55,832
1104,971,0.3,0,17,941
1281,1333,0.64,2,44,1414
1760,1885,0.35,0,43,1862
1140,1025,0.99,8,57,1318
875,926,0.35,0,47,884
1319,1392,0.61,0,38,1408
1609,1688,0.68,0,56,1695
846,820,0.99,3,10,1004
1612,1738,0.62,3,26,1846
1947,1840,0.54,2,20,1906
1923,2023,0.77,0,36,2064
1749,1883,0.33,0,59,1838
1263,1332,0.68,1,60,1369
1720,1762,0.39,0,52,1726
1193,1170,0.84,3,45,1311
1832,1853,0.71,2,56,1924
842,817,0.91,3,31,968
1300,1217,0.91,8,39,1518
1393,1433,0.63,2,57,1492
1665,1614,0.5,0,46,1594
1238,1279,0.56,2,56,1328
1412,1412,0.75,0,16,1450
848,699,0.45,0,14,712
